10.00 	10.00 	10.00 	10.00 	10.00 	10.00 	10.00 	10.00 	10.00 	10.00 	10.00 	10.00 	10.00 	10.00 	10.00 	10.00 	10.00 	10.00 	10.00 	10.00 	
9.00 	11.00 	10.00 	10.00 	10.00 	10.00 	10.00 	9.00 	11.00 	10.00 	10.00 	10.00 	10.00 	9.00 	10.00 	10.00 	11.00 	9.00 	11.00 	10.00 	
9.00 	11.00 	9.00 	10.00 	11.00 	9.00 	10.00 	10.00 	10.00 	10.00 	11.00 	9.00 	11.00 	9.00 	10.00 	10.00 	11.00 	9.00 	10.00 	11.00 	
10.00 	10.00 	10.00 	10.00 	10.00 	10.00 	10.00 	10.00 	10.00 	10.00 	10.00 	10.00 	10.00 	10.00 	10.00 	10.00 	10.00 	10.00 	10.00 	10.00 	
10.00 	10.00 	10.00 	10.00 	10.00 	10.00 	10.00 	10.00 	10.00 	10.00 	10.00 	10.00 	10.00 	10.00 	10.00 	10.00 	10.00 	10.00 	10.00 	10.00 	
10.00 	10.00 	10.00 	10.00 	10.00 	10.00 	10.00 	10.00 	10.00 	10.00 	10.00 	10.00 	10.00 	10.00 	10.00 	10.00 	10.00 	10.00 	10.00 	10.00 	
11.00 	10.00 	10.00 	10.00 	10.00 	10.00 	10.00 	10.00 	10.00 	10.00 	10.00 	10.00 	10.00 	10.00 	10.00 	10.00 	10.00 	10.00 	10.00 	9.00 	
10.00 	10.00 	10.00 	11.00 	9.00 	11.00 	9.00 	11.00 	10.00 	10.00 	10.00 	10.00 	10.00 	9.00 	11.00 	10.00 	10.00 	9.00 	11.00 	9.00 	
10.00 	10.00 	10.00 	10.00 	10.00 	11.00 	9.00 	10.00 	11.00 	10.00 	9.00 	11.00 	10.00 	9.00 	10.00 	11.00 	10.00 	9.00 	10.00 	10.00 	
10.00 	10.00 	10.00 	10.00 	10.00 	10.00 	10.00 	10.00 	10.00 	10.00 	10.00 	10.00 	10.00 	10.00 	10.00 	10.00 	10.00 	10.00 	10.00 	10.00 	
10.00 	10.00 	10.00 	10.00 	10.00 	10.00 	10.00 	10.00 	10.00 	10.00 	10.00 	10.00 	10.00 	10.00 	10.00 	10.00 	10.00 	10.00 	10.00 	10.00 	
10.00 	10.00 	10.00 	10.00 	10.00 	10.00 	10.00 	10.00 	10.00 	10.00 	10.00 	10.00 	10.00 	10.00 	10.00 	10.00 	10.00 	10.00 	10.00 	10.00 	
