# Optimal flow dependent on time 
 # Aggressives: 67 
0.05 	 0.8671 
0.10 	 0.8671 
0.15 	 0.8671 
0.20 	 0.8671 
0.25 	 0.8671 
0.30 	 0.8671 
0.35 	 0.8671 
0.40 	 0.8671 
0.45 	 0.8671 
0.50 	 0.8818 
0.55 	 0.8818 
0.60 	 0.8818 
0.65 	 0.8818 
0.70 	 0.8818 
0.75 	 0.8818 
0.80 	 0.8818 
0.85 	 0.8818 
0.90 	 0.8818 
0.95 	 0.8818 
1.00 	 0.8965 
1.05 	 0.9039 
1.10 	 0.9039 
1.15 	 0.9039 
1.20 	 0.9039 
1.25 	 0.9039 
1.30 	 0.9039 
1.35 	 0.9039 
1.40 	 0.9039 
1.45 	 0.9039 
1.50 	 0.9039 
1.55 	 0.9112 
1.60 	 0.9112 
1.65 	 0.9112 
1.70 	 0.9186 
1.75 	 0.9186 
1.80 	 0.9186 
1.85 	 0.9186 
1.90 	 0.9186 
1.95 	 0.9186 
2.00 	 0.9259 
2.05 	 0.9259 
2.10 	 0.9259 
2.15 	 0.9259 
2.20 	 0.9333 
2.25 	 0.9333 
2.30 	 0.9333 
2.35 	 0.9333 
2.40 	 0.9333 
2.45 	 0.9333 
2.50 	 0.9406 
2.55 	 0.9406 
2.60 	 0.9406 
2.65 	 0.9406 
2.70 	 0.9480 
2.75 	 0.9480 
2.80 	 0.9406 
2.85 	 0.9406 
2.90 	 0.9553 
2.95 	 0.9553 
3.00 	 0.9553 
3.05 	 0.9553 
3.10 	 0.9480 
3.15 	 0.9480 
3.20 	 0.9553 
3.25 	 0.9553 
3.30 	 0.9553 
3.35 	 0.9553 
3.40 	 0.9627 
3.45 	 0.9700 
3.50 	 0.9627 
3.55 	 0.9627 
3.60 	 0.9627 
3.65 	 0.9700 
3.70 	 0.9627 
3.75 	 0.9627 
3.80 	 0.9627 
3.85 	 0.9627 
3.90 	 0.9627 
3.95 	 0.9774 
4.00 	 0.9700 
4.05 	 0.9700 
4.10 	 0.9700 
4.15 	 0.9774 
4.20 	 0.9774 
4.25 	 0.9847 
4.30 	 0.9847 
4.35 	 0.9847 
4.40 	 0.9847 
4.45 	 0.9847 
4.50 	 0.9774 
4.55 	 0.9774 
4.60 	 0.9774 
4.65 	 0.9847 
4.70 	 0.9847 
4.75 	 0.9921 
4.80 	 0.9921 
4.85 	 0.9921 
4.90 	 0.9921 
4.95 	 0.9847 
5.00 	 0.9847 
5.05 	 0.9847 
5.10 	 0.9847 
5.15 	 0.9847 
5.20 	 0.9994 
5.25 	 0.9994 
5.30 	 0.9994 
5.35 	 0.9994 
5.40 	 1.0068 
5.45 	 1.0068 
5.50 	 1.0068 
5.55 	 1.0068 
5.60 	 1.0068 
5.65 	 1.0141 
5.70 	 1.0215 
5.75 	 1.0215 
5.80 	 1.0215 
5.85 	 1.0288 
5.90 	 1.0288 
5.95 	 1.0288 
6.00 	 1.0288 
6.05 	 1.0288 
6.10 	 1.0288 
6.15 	 1.0362 
6.20 	 1.0362 
6.25 	 1.0435 
6.30 	 1.0435 
6.35 	 1.0435 
6.40 	 1.0509 
6.45 	 1.0509 
6.50 	 1.0509 
6.55 	 1.0509 
6.60 	 1.0509 
6.65 	 1.0509 
6.70 	 1.0509 
6.75 	 1.0509 
6.80 	 1.0509 
6.85 	 1.0582 
6.90 	 1.0582 
6.95 	 1.0655 
7.00 	 1.0655 
7.05 	 1.0655 
7.10 	 1.0655 
7.15 	 1.0655 
7.20 	 1.0655 
7.25 	 1.0655 
7.30 	 1.0655 
7.35 	 1.0655 
7.40 	 1.0655 
7.45 	 1.0655 
7.50 	 1.0655 
7.55 	 1.0655 
7.60 	 1.0729 
7.65 	 1.0729 
7.70 	 1.0729 
7.75 	 1.0729 
7.80 	 1.0655 
7.85 	 1.0655 
7.90 	 1.0655 
7.95 	 1.0655 
8.00 	 1.0655 
8.05 	 1.0729 
8.10 	 1.0802 
8.15 	 1.0802 
8.20 	 1.0802 
8.25 	 1.0729 
8.30 	 1.0729 
8.35 	 1.0729 
8.40 	 1.0729 
8.45 	 1.0729 
8.50 	 1.0729 
8.55 	 1.0802 
8.60 	 1.0802 
8.65 	 1.0802 
8.70 	 1.0802 
8.75 	 1.0655 
8.80 	 1.0655 
8.85 	 1.0655 
8.90 	 1.0655 
8.95 	 1.0655 
9.00 	 1.0729 
9.05 	 1.0729 
9.10 	 1.0729 
9.15 	 1.0729 
9.20 	 1.0655 
9.25 	 1.0655 
9.30 	 1.0655 
9.35 	 1.0655 
9.40 	 1.0655 
9.45 	 1.0655 
9.50 	 1.0729 
9.55 	 1.0655 
9.60 	 1.0655 
9.65 	 1.0655 
9.70 	 1.0729 
9.75 	 1.0729 
9.80 	 1.0729 
9.85 	 1.0729 
9.90 	 1.0729 
9.95 	 1.0729 
10.00 	 1.0729 
10.05 	 1.0729 
10.10 	 1.0802 
10.15 	 1.0802 
10.20 	 1.0802 
10.25 	 1.0802 
10.30 	 1.0802 
10.35 	 1.0802 
10.40 	 1.0802 
10.45 	 1.0876 
10.50 	 1.0802 
10.55 	 1.0802 
10.60 	 1.0802 
10.65 	 1.0876 
10.70 	 1.0876 
10.75 	 1.0876 
10.80 	 1.0802 
10.85 	 1.0802 
10.90 	 1.0802 
10.95 	 1.0802 
11.00 	 1.0729 
11.05 	 1.0655 
11.10 	 1.0655 
11.15 	 1.0655 
11.20 	 1.0655 
11.25 	 1.0729 
11.30 	 1.0655 
11.35 	 1.0655 
11.40 	 1.0655 
11.45 	 1.0655 
11.50 	 1.0582 
11.55 	 1.0582 
11.60 	 1.0582 
11.65 	 1.0582 
11.70 	 1.0582 
11.75 	 1.0509 
11.80 	 1.0435 
11.85 	 1.0435 
11.90 	 1.0435 
11.95 	 1.0435 
12.00 	 1.0362 
12.05 	 1.0362 
12.10 	 1.0362 
12.15 	 1.0362 
12.20 	 1.0362 
12.25 	 1.0288 
12.30 	 1.0215 
12.35 	 1.0215 
12.40 	 1.0215 
12.45 	 1.0215 
12.50 	 1.0141 
12.55 	 1.0141 
12.60 	 1.0141 
12.65 	 1.0141 
12.70 	 1.0141 
12.75 	 0.9994 
12.80 	 0.9994 
12.85 	 0.9994 
12.90 	 0.9921 
12.95 	 0.9921 
13.00 	 0.9921 
13.05 	 0.9921 
13.10 	 0.9921 
13.15 	 0.9921 
13.20 	 0.9847 
13.25 	 0.9774 
13.30 	 0.9774 
13.35 	 0.9774 
13.40 	 0.9774 
13.45 	 0.9700 
13.50 	 0.9700 
13.55 	 0.9700 
13.60 	 0.9700 
13.65 	 0.9700 
13.70 	 0.9627 
13.75 	 0.9627 
13.80 	 0.9553 
13.85 	 0.9553 
13.90 	 0.9553 
13.95 	 0.9480 
14.00 	 0.9480 
14.05 	 0.9480 
14.10 	 0.9480 
14.15 	 0.9480 
14.20 	 0.9480 
14.25 	 0.9480 
14.30 	 0.9480 
14.35 	 0.9480 
14.40 	 0.9480 
14.45 	 0.9480 
14.50 	 0.9480 
14.55 	 0.9480 
14.60 	 0.9480 
14.65 	 0.9480 
14.70 	 0.9480 
14.75 	 0.9480 
14.80 	 0.9480 
14.85 	 0.9480 
14.90 	 0.9406 
14.95 	 0.9333 
15.00 	 0.9333 
15.05 	 0.9333 
15.10 	 0.9333 
15.15 	 0.9333 
15.20 	 0.9333 
15.25 	 0.9333 
15.30 	 0.9333 
15.35 	 0.9333 
15.40 	 0.9333 
15.45 	 0.9333 
15.50 	 0.9333 
15.55 	 0.9259 
15.60 	 0.9259 
15.65 	 0.9259 
15.70 	 0.9259 
15.75 	 0.9259 
15.80 	 0.9259 
15.85 	 0.9259 
15.90 	 0.9259 
15.95 	 0.9259 
16.00 	 0.9259 
16.05 	 0.9259 
16.10 	 0.9259 
16.15 	 0.9259 
16.20 	 0.9259 
16.25 	 0.9259 
16.30 	 0.9259 
16.35 	 0.9259 
16.40 	 0.9259 
16.45 	 0.9259 
16.50 	 0.9259 
16.55 	 0.9259 
16.60 	 0.9259 
16.65 	 0.9259 
16.70 	 0.9259 
16.75 	 0.9186 
16.80 	 0.9186 
16.85 	 0.9186 
16.90 	 0.9186 
16.95 	 0.9186 
17.00 	 0.9186 
17.05 	 0.9186 
17.10 	 0.9186 
17.15 	 0.9186 
17.20 	 0.9112 
17.25 	 0.9112 
17.30 	 0.9112 
17.35 	 0.9112 
17.40 	 0.9112 
17.45 	 0.9112 
17.50 	 0.9112 
17.55 	 0.9112 
17.60 	 0.9112 
17.65 	 0.9039 
17.70 	 0.9039 
17.75 	 0.9039 
17.80 	 0.9039 
17.85 	 0.9039 
17.90 	 0.9039 
17.95 	 0.9039 
18.00 	 0.9039 
18.05 	 0.9039 
18.10 	 0.9039 
18.15 	 0.9112 
18.20 	 0.9039 
18.25 	 0.9039 
18.30 	 0.9039 
18.35 	 0.9039 
